FrameNumber,ROI
1,"[332, 17, 706, 538]"
2,"[333, 17, 706, 538]"
3,"[333, 17, 707, 538]"
4,"[333, 17, 707, 537]"
5,"[333, 17, 709, 538]"
6,"[339, 16, 711, 538]"
7,"[340, 16, 711, 538]"
8,"[336, 17, 711, 537]"
9,"[336, 17, 710, 537]"
10,"[338, 16, 708, 538]"
11,"[338, 16, 707, 538]"
12,"[336, 17, 704, 538]"
13,"[336, 17, 704, 538]"
14,"[338, 17, 704, 538]"
15,"[335, 19, 702, 539]"
16,"[335, 20, 701, 539]"
17,"[335, 19, 701, 538]"
18,"[335, 18, 701, 538]"
19,"[327, 18, 701, 538]"
20,"[324, 19, 702, 537]"
21,"[324, 21, 703, 537]"
22,"[330, 21, 705, 538]"
23,"[329, 23, 706, 538]"
24,"[329, 22, 706, 538]"
25,"[329, 22, 705, 537]"
26,"[325, 21, 704, 537]"
27,"[325, 21, 703, 537]"
28,"[326, 21, 704, 537]"
29,"[331, 22, 704, 538]"
30,"[326, 22, 704, 538]"
31,"[324, 23, 703, 538]"
32,"[324, 23, 704, 538]"
33,"[324, 22, 707, 538]"
34,"[324, 22, 710, 538]"
35,"[328, 22, 710, 538]"
36,"[328, 22, 712, 538]"
37,"[326, 22, 712, 538]"
38,"[326, 22, 711, 538]"
39,"[326, 22, 712, 538]"
40,"[326, 22, 712, 539]"
41,"[325, 22, 711, 539]"
42,"[324, 22, 709, 539]"
43,"[324, 22, 708, 540]"
44,"[324, 22, 707, 540]"
45,"[321, 21, 707, 540]"
46,"[321, 21, 707, 540]"
47,"[324, 21, 707, 539]"
48,"[324, 21, 707, 539]"
49,"[324, 21, 707, 539]"
50,"[324, 22, 707, 538]"
51,"[325, 22, 706, 538]"
52,"[323, 21, 707, 538]"
53,"[323, 21, 707, 540]"
54,"[322, 23, 707, 541]"
55,"[322, 22, 704, 541]"
56,"[323, 22, 704, 540]"
57,"[323, 22, 703, 539]"
58,"[322, 22, 703, 539]"
59,"[322, 23, 703, 539]"
60,"[323, 24, 707, 539]"
61,"[325, 24, 707, 540]"
62,"[325, 23, 706, 540]"
63,"[324, 22, 706, 540]"
64,"[324, 22, 706, 540]"
65,"[322, 21, 707, 540]"
66,"[322, 20, 709, 539]"
67,"[322, 20, 709, 540]"
68,"[322, 21, 709, 540]"
69,"[322, 22, 708, 541]"
70,"[322, 22, 708, 541]"
71,"[322, 22, 707, 541]"
72,"[322, 22, 707, 541]"
73,"[323, 22, 707, 540]"
74,"[324, 22, 708, 539]"
75,"[321, 21, 709, 538]"
76,"[321, 21, 709, 538]"
77,"[321, 22, 709, 538]"
78,"[320, 22, 709, 539]"
79,"[320, 22, 710, 539]"
80,"[320, 21, 710, 539]"
81,"[319, 21, 711, 539]"
82,"[319, 22, 711, 538]"
83,"[320, 22, 707, 538]"
84,"[324, 21, 706, 537]"
85,"[326, 21, 706, 538]"
86,"[326, 21, 704, 538]"
87,"[327, 21, 704, 537]"
88,"[328, 20, 707, 537]"
89,"[327, 20, 707, 538]"
90,"[327, 22, 707, 538]"
91,"[328, 23, 706, 538]"
92,"[333, 22, 706, 538]"
93,"[331, 21, 707, 538]"
94,"[331, 20, 708, 538]"
95,"[330, 20, 708, 539]"
96,"[330, 22, 709, 539]"
97,"[326, 22, 709, 540]"
98,"[323, 23, 710, 540]"
99,"[323, 23, 710, 540]"
100,"[324, 25, 710, 540]"
101,"[324, 24, 710, 540]"
102,"[324, 24, 709, 540]"
103,"[322, 25, 712, 540]"
104,"[322, 25, 712, 540]"
105,"[318, 24, 713, 541]"
106,"[317, 24, 713, 541]"
107,"[317, 24, 713, 541]"
108,"[314, 24, 713, 541]"
109,"[314, 25, 713, 541]"
110,"[314, 25, 713, 540]"
111,"[317, 24, 711, 540]"
112,"[319, 24, 709, 540]"
113,"[319, 25, 709, 539]"
114,"[319, 24, 709, 539]"
115,"[318, 24, 708, 540]"
116,"[318, 25, 708, 540]"
117,"[319, 24, 709, 539]"
118,"[319, 24, 709, 539]"
119,"[319, 25, 708, 539]"
120,"[320, 25, 709, 539]"
121,"[321, 25, 710, 539]"
122,"[322, 25, 710, 539]"
123,"[322, 26, 710, 539]"
124,"[322, 26, 708, 539]"
125,"[318, 26, 707, 539]"
126,"[318, 27, 707, 539]"
127,"[320, 26, 708, 539]"
128,"[320, 26, 708, 539]"
129,"[320, 26, 708, 539]"
130,"[321, 26, 708, 539]"
131,"[321, 26, 706, 539]"
132,"[324, 25, 706, 539]"
133,"[322, 25, 707, 540]"
134,"[322, 25, 707, 540]"
135,"[322, 25, 706, 541]"
136,"[322, 25, 706, 541]"
137,"[321, 25, 705, 541]"
138,"[321, 25, 705, 540]"
139,"[320, 26, 706, 540]"
140,"[320, 26, 706, 541]"
141,"[319, 26, 706, 541]"
142,"[319, 27, 706, 541]"
143,"[320, 28, 706, 540]"
144,"[321, 28, 705, 540]"
145,"[320, 28, 705, 540]"
146,"[320, 28, 706, 540]"
147,"[320, 27, 706, 540]"
148,"[321, 27, 706, 540]"
149,"[321, 27, 706, 540]"
150,"[321, 26, 707, 540]"
151,"[320, 26, 707, 540]"
152,"[319, 26, 708, 540]"
153,"[319, 26, 708, 540]"
154,"[320, 27, 707, 540]"
155,"[319, 27, 707, 540]"
156,"[319, 26, 707, 540]"
157,"[320, 26, 707, 540]"
158,"[319, 26, 707, 540]"
159,"[319, 27, 707, 540]"
160,"[319, 27, 707, 540]"
161,"[319, 26, 707, 540]"
162,"[319, 26, 705, 540]"
163,"[319, 26, 706, 540]"
164,"[319, 26, 706, 540]"
165,"[320, 26, 706, 540]"
166,"[320, 27, 707, 540]"
167,"[320, 27, 707, 540]"
168,"[321, 26, 707, 540]"
169,"[321, 26, 706, 540]"
170,"[321, 27, 706, 540]"
171,"[320, 26, 707, 540]"
172,"[320, 26, 707, 540]"
173,"[321, 26, 706, 540]"
174,"[323, 26, 706, 540]"
175,"[323, 26, 706, 540]"
176,"[323, 26, 707, 540]"
177,"[323, 26, 707, 539]"
178,"[323, 26, 707, 539]"
179,"[323, 26, 707, 539]"
180,"[322, 26, 707, 539]"
181,"[321, 27, 706, 539]"
182,"[319, 27, 706, 539]"
183,"[319, 27, 705, 538]"
184,"[320, 29, 705, 538]"
185,"[320, 29, 704, 538]"
186,"[318, 28, 704, 538]"
187,"[318, 28, 705, 538]"
188,"[320, 28, 706, 538]"
189,"[321, 28, 708, 538]"
190,"[322, 28, 709, 538]"
191,"[323, 28, 709, 538]"
192,"[323, 28, 708, 538]"
193,"[322, 28, 708, 538]"
194,"[322, 29, 707, 538]"
195,"[322, 28, 708, 539]"
196,"[322, 28, 708, 539]"
197,"[323, 28, 707, 538]"
198,"[323, 28, 707, 538]"
199,"[323, 28, 708, 538]"
200,"[324, 28, 708, 538]"
201,"[324, 28, 707, 538]"
202,"[324, 28, 707, 538]"
203,"[323, 28, 707, 538]"
204,"[323, 28, 708, 538]"
205,"[324, 28, 708, 538]"
206,"[324, 28, 709, 538]"
207,"[324, 28, 709, 538]"
208,"[324, 28, 708, 538]"
209,"[324, 28, 708, 538]"
210,"[323, 29, 708, 538]"
211,"[323, 29, 707, 538]"
212,"[323, 29, 707, 538]"
213,"[323, 29, 707, 538]"
214,"[323, 29, 707, 539]"
215,"[323, 28, 707, 539]"
216,"[323, 28, 707, 538]"
217,"[323, 28, 707, 538]"
218,"[324, 27, 706, 538]"
219,"[323, 27, 707, 538]"
220,"[323, 28, 707, 538]"
221,"[324, 27, 707, 538]"
222,"[324, 27, 706, 538]"
223,"[323, 27, 706, 538]"
224,"[323, 27, 707, 538]"
225,"[323, 27, 707, 538]"
226,"[323, 27, 707, 537]"
227,"[323, 27, 707, 537]"
228,"[322, 27, 707, 536]"
229,"[322, 27, 706, 537]"
230,"[322, 27, 706, 537]"
231,"[322, 27, 706, 537]"
232,"[322, 27, 707, 537]"
233,"[323, 27, 707, 537]"
234,"[323, 27, 707, 537]"
235,"[323, 27, 708, 537]"
236,"[324, 27, 708, 537]"
237,"[323, 27, 708, 537]"
238,"[323, 27, 707, 537]"
239,"[322, 28, 707, 537]"
240,"[322, 28, 707, 537]"
241,"[323, 29, 708, 537]"
242,"[322, 29, 708, 537]"
243,"[322, 29, 707, 537]"
244,"[321, 29, 707, 537]"
245,"[321, 29, 706, 537]"
246,"[320, 28, 707, 537]"
247,"[320, 28, 707, 537]"
248,"[320, 28, 708, 538]"
249,"[319, 29, 708, 538]"
250,"[319, 29, 707, 538]"
251,"[320, 29, 707, 538]"
252,"[321, 29, 707, 538]"
253,"[321, 28, 706, 538]"
254,"[323, 28, 710, 537]"
255,"[324, 28, 710, 538]"
256,"[324, 28, 709, 538]"
257,"[321, 28, 709, 538]"
258,"[321, 28, 707, 538]"
259,"[321, 30, 706, 539]"
260,"[321, 29, 706, 539]"
261,"[326, 28, 707, 537]"
262,"[325, 28, 707, 538]"
263,"[325, 29, 707, 538]"
264,"[326, 28, 707, 537]"
265,"[326, 27, 707, 537]"
266,"[326, 27, 706, 537]"
267,"[322, 28, 706, 538]"
268,"[321, 28, 706, 538]"
269,"[320, 28, 706, 538]"
270,"[320, 28, 707, 538]"
271,"[321, 28, 707, 538]"
272,"[320, 29, 707, 538]"
273,"[320, 29, 707, 538]"
274,"[321, 29, 708, 538]"
275,"[320, 29, 708, 538]"
276,"[320, 29, 708, 539]"
277,"[321, 29, 709, 539]"
278,"[321, 29, 709, 539]"
279,"[321, 28, 710, 539]"
280,"[324, 27, 710, 539]"
281,"[324, 27, 710, 539]"
282,"[324, 27, 709, 539]"
283,"[325, 27, 709, 539]"
284,"[324, 27, 708, 539]"
285,"[324, 27, 709, 539]"
286,"[324, 27, 709, 539]"
287,"[324, 27, 709, 539]"
288,"[323, 27, 709, 539]"
289,"[323, 27, 707, 539]"
290,"[322, 27, 707, 539]"
291,"[322, 27, 707, 539]"
292,"[322, 27, 708, 539]"
293,"[321, 28, 708, 539]"
294,"[321, 28, 708, 539]"
295,"[322, 28, 707, 539]"
296,"[322, 27, 707, 539]"
297,"[322, 27, 705, 539]"
298,"[322, 27, 705, 539]"
299,"[322, 27, 706, 539]"
300,"[321, 27, 706, 539]"
301,"[320, 27, 706, 539]"
302,"[320, 27, 705, 539]"
303,"[321, 27, 705, 539]"
304,"[321, 27, 705, 539]"
305,"[321, 27, 705, 539]"
306,"[321, 27, 705, 539]"
307,"[322, 27, 705, 539]"
308,"[323, 27, 706, 539]"
309,"[322, 27, 706, 539]"
310,"[322, 27, 706, 539]"
311,"[322, 27, 706, 539]"
312,"[323, 27, 706, 539]"
313,"[323, 27, 706, 539]"
