FrameNumber,ROI
1,"[251, 29, 628, 534]"
2,"[251, 30, 627, 534]"
3,"[250, 30, 623, 533]"
4,"[250, 30, 622, 533]"
5,"[250, 31, 623, 532]"
6,"[249, 31, 625, 532]"
7,"[249, 32, 625, 533]"
8,"[250, 32, 624, 533]"
9,"[250, 32, 622, 533]"
10,"[250, 32, 627, 532]"
11,"[250, 32, 628, 532]"
12,"[250, 31, 630, 533]"
13,"[250, 31, 631, 533]"
14,"[251, 29, 632, 532]"
15,"[251, 28, 633, 533]"
16,"[252, 26, 633, 533]"
17,"[254, 26, 633, 532]"
18,"[256, 26, 632, 532]"
19,"[258, 23, 630, 532]"
20,"[257, 23, 630, 532]"
21,"[256, 23, 631, 529]"
22,"[256, 23, 631, 529]"
23,"[256, 23, 631, 528]"
24,"[257, 23, 629, 528]"
25,"[256, 23, 631, 528]"
26,"[255, 23, 633, 528]"
27,"[255, 23, 633, 528]"
28,"[255, 24, 633, 528]"
29,"[255, 24, 636, 530]"
30,"[255, 24, 636, 531]"
31,"[256, 25, 632, 531]"
32,"[257, 24, 631, 531]"
33,"[257, 23, 631, 531]"
34,"[257, 23, 630, 531]"
35,"[257, 22, 630, 531]"
36,"[257, 22, 630, 530]"
37,"[257, 23, 629, 530]"
38,"[255, 23, 629, 530]"
39,"[255, 23, 629, 530]"
40,"[256, 22, 628, 529]"
41,"[255, 22, 628, 529]"
42,"[255, 22, 628, 529]"
43,"[255, 22, 628, 529]"
44,"[255, 22, 628, 529]"
45,"[255, 22, 627, 529]"
46,"[255, 23, 626, 529]"
47,"[255, 23, 626, 529]"
48,"[256, 23, 626, 530]"
49,"[257, 23, 626, 530]"
50,"[258, 23, 626, 530]"
51,"[258, 22, 627, 531]"
52,"[258, 21, 627, 531]"
53,"[258, 21, 624, 530]"
54,"[255, 21, 623, 530]"
55,"[255, 21, 624, 530]"
56,"[255, 21, 625, 530]"
57,"[255, 21, 628, 531]"
58,"[255, 21, 628, 531]"
59,"[255, 22, 630, 531]"
60,"[255, 22, 630, 530]"
61,"[254, 23, 633, 530]"
62,"[254, 22, 633, 530]"
63,"[255, 21, 633, 531]"
64,"[255, 21, 629, 531]"
65,"[256, 22, 628, 531]"
66,"[257, 22, 627, 530]"
67,"[257, 22, 627, 530]"
68,"[257, 22, 627, 530]"
69,"[258, 22, 624, 530]"
70,"[258, 22, 623, 530]"
71,"[258, 22, 624, 530]"
72,"[258, 22, 624, 531]"
73,"[258, 22, 624, 531]"
74,"[259, 22, 624, 531]"
75,"[259, 22, 625, 531]"
76,"[258, 22, 626, 531]"
77,"[258, 23, 626, 531]"
78,"[257, 23, 627, 531]"
79,"[257, 23, 627, 531]"
80,"[257, 23, 627, 531]"
81,"[256, 23, 627, 531]"
82,"[256, 23, 628, 531]"
83,"[257, 23, 628, 531]"
84,"[257, 23, 627, 531]"
85,"[258, 23, 628, 531]"
86,"[258, 23, 628, 531]"
87,"[258, 23, 630, 531]"
88,"[258, 24, 630, 531]"
89,"[257, 24, 631, 531]"
90,"[257, 24, 632, 530]"
91,"[257, 24, 632, 530]"
92,"[257, 24, 631, 530]"
93,"[257, 24, 629, 530]"
94,"[256, 24, 629, 530]"
95,"[256, 24, 629, 530]"
96,"[256, 24, 631, 530]"
97,"[256, 24, 631, 530]"
98,"[257, 24, 629, 530]"
99,"[257, 24, 630, 530]"
100,"[257, 24, 630, 530]"
101,"[257, 24, 629, 530]"
102,"[258, 24, 626, 530]"
103,"[257, 25, 624, 531]"
104,"[256, 25, 624, 531]"
105,"[256, 25, 627, 530]"
106,"[255, 23, 627, 530]"
107,"[255, 23, 631, 530]"
108,"[256, 23, 632, 530]"
109,"[257, 24, 633, 530]"
110,"[256, 24, 633, 530]"
111,"[256, 24, 631, 529]"
112,"[257, 25, 630, 529]"
113,"[257, 25, 629, 530]"
114,"[256, 25, 630, 530]"
115,"[256, 26, 630, 530]"
116,"[256, 25, 630, 531]"
117,"[256, 25, 630, 531]"
118,"[256, 25, 630, 531]"
119,"[256, 26, 630, 531]"
120,"[255, 26, 629, 531]"
121,"[255, 26, 629, 531]"
122,"[256, 26, 629, 531]"
123,"[255, 26, 629, 531]"
124,"[255, 26, 629, 531]"
125,"[256, 26, 628, 531]"
126,"[257, 26, 627, 531]"
127,"[257, 25, 627, 531]"
128,"[257, 25, 627, 531]"
129,"[257, 25, 628, 531]"
130,"[257, 25, 629, 531]"
131,"[256, 25, 629, 531]"
132,"[256, 25, 629, 531]"
133,"[256, 26, 627, 531]"
134,"[256, 26, 629, 531]"
135,"[256, 24, 629, 532]"
136,"[257, 24, 629, 532]"
137,"[257, 24, 628, 532]"
138,"[257, 24, 628, 532]"
139,"[258, 24, 628, 531]"
140,"[257, 25, 627, 531]"
141,"[257, 25, 628, 531]"
142,"[257, 26, 628, 530]"
143,"[256, 26, 629, 530]"
144,"[256, 26, 629, 530]"
145,"[256, 26, 628, 530]"
146,"[257, 26, 628, 531]"
147,"[257, 25, 629, 531]"
148,"[257, 25, 629, 531]"
149,"[257, 25, 631, 531]"
150,"[257, 25, 631, 531]"
151,"[257, 25, 631, 531]"
152,"[257, 25, 631, 531]"
153,"[257, 25, 631, 531]"
154,"[258, 25, 632, 531]"
155,"[258, 25, 632, 531]"
156,"[257, 25, 630, 531]"
157,"[257, 25, 631, 532]"
158,"[258, 25, 631, 532]"
159,"[258, 25, 631, 531]"
160,"[257, 25, 632, 531]"
161,"[257, 25, 632, 531]"
162,"[257, 25, 633, 530]"
163,"[257, 26, 633, 530]"
