FrameNumber,ROI
1,"[253, 26, 654, 491]"
2,"[253, 26, 654, 491]"
3,"[254, 26, 653, 491]"
4,"[254, 25, 655, 491]"
5,"[254, 25, 655, 491]"
6,"[253, 23, 656, 491]"
7,"[251, 23, 656, 490]"
8,"[251, 23, 655, 490]"
9,"[250, 25, 654, 490]"
10,"[250, 27, 652, 490]"
11,"[250, 29, 651, 489]"
12,"[249, 28, 652, 490]"
13,"[249, 27, 653, 490]"
14,"[249, 27, 653, 491]"
15,"[249, 27, 654, 491]"
16,"[249, 28, 654, 491]"
17,"[249, 27, 655, 491]"
18,"[249, 27, 655, 491]"
19,"[249, 27, 655, 492]"
20,"[249, 28, 655, 492]"
21,"[249, 28, 655, 492]"
22,"[249, 29, 655, 492]"
23,"[249, 29, 655, 492]"
24,"[249, 28, 655, 491]"
25,"[249, 25, 655, 491]"
26,"[250, 25, 654, 491]"
27,"[249, 22, 654, 491]"
28,"[249, 21, 654, 491]"
29,"[250, 21, 653, 491]"
30,"[250, 23, 653, 489]"
31,"[254, 24, 653, 489]"
32,"[254, 18, 660, 489]"
33,"[277, 18, 660, 478]"
34,"[277, 18, 659, 478]"
35,"[276, 19, 659, 478]"
36,"[275, 17, 660, 477]"
37,"[275, 17, 660, 477]"
38,"[276, 21, 661, 477]"
39,"[275, 22, 662, 477]"
40,"[275, 21, 662, 476]"
41,"[274, 20, 663, 476]"
42,"[274, 20, 663, 477]"
43,"[273, 20, 663, 478]"
44,"[272, 21, 664, 478]"
45,"[272, 20, 664, 478]"
46,"[251, 20, 664, 493]"
47,"[251, 21, 665, 493]"
48,"[268, 21, 666, 478]"
49,"[266, 21, 666, 478]"
50,"[265, 22, 667, 477]"
51,"[263, 23, 667, 476]"
52,"[263, 23, 667, 475]"
53,"[264, 22, 667, 476]"
54,"[268, 22, 666, 477]"
55,"[268, 22, 666, 478]"
56,"[268, 23, 665, 479]"
57,"[269, 23, 665, 479]"
58,"[269, 23, 665, 480]"
59,"[270, 23, 665, 480]"
60,"[270, 24, 665, 480]"
61,"[270, 24, 665, 480]"
62,"[269, 24, 665, 480]"
63,"[268, 24, 665, 480]"
64,"[267, 24, 666, 480]"
65,"[249, 24, 666, 494]"
66,"[247, 31, 657, 494]"
67,"[247, 31, 656, 494]"
68,"[249, 31, 656, 494]"
69,"[249, 31, 656, 493]"
70,"[249, 32, 656, 492]"
71,"[254, 25, 660, 492]"
72,"[273, 25, 661, 478]"
73,"[274, 26, 661, 479]"
74,"[273, 27, 661, 480]"
75,"[255, 27, 661, 493]"
76,"[254, 34, 653, 493]"
77,"[253, 34, 655, 494]"
78,"[253, 27, 662, 494]"
