FrameNumber,ROI
1,"[292, 24, 620, 517]"
2,"[291, 24, 620, 516]"
3,"[290, 24, 620, 516]"
4,"[289, 24, 622, 516]"
5,"[289, 24, 622, 517]"
6,"[289, 24, 623, 517]"
7,"[289, 23, 623, 517]"
8,"[289, 23, 623, 516]"
9,"[289, 24, 623, 515]"
10,"[288, 24, 623, 515]"
11,"[288, 23, 624, 515]"
12,"[287, 23, 624, 515]"
13,"[284, 23, 624, 515]"
14,"[275, 23, 624, 525]"
15,"[275, 22, 626, 525]"
16,"[283, 22, 626, 515]"
17,"[282, 22, 625, 514]"
18,"[282, 21, 625, 514]"
19,"[285, 21, 624, 514]"
20,"[287, 21, 624, 516]"
21,"[288, 22, 623, 516]"
22,"[290, 23, 623, 515]"
23,"[289, 23, 622, 514]"
24,"[289, 23, 619, 515]"
25,"[289, 23, 618, 515]"
26,"[288, 23, 622, 515]"
27,"[288, 22, 622, 515]"
28,"[288, 22, 623, 515]"
29,"[288, 23, 623, 515]"
30,"[288, 23, 622, 514]"
31,"[286, 23, 624, 514]"
32,"[284, 23, 624, 515]"
33,"[284, 23, 623, 516]"
34,"[285, 23, 620, 516]"
35,"[285, 23, 620, 518]"
36,"[281, 23, 619, 525]"
37,"[281, 22, 620, 525]"
38,"[284, 22, 620, 524]"
39,"[282, 37, 620, 524]"
40,"[277, 37, 620, 524]"
41,"[277, 38, 620, 523]"
42,"[277, 38, 619, 524]"
43,"[276, 38, 618, 524]"
44,"[276, 39, 618, 523]"
45,"[278, 39, 618, 524]"
46,"[277, 39, 619, 524]"
47,"[276, 39, 620, 525]"
48,"[276, 39, 621, 525]"
49,"[277, 38, 621, 525]"
50,"[277, 24, 624, 525]"
51,"[282, 24, 624, 517]"
52,"[283, 24, 624, 517]"
53,"[284, 22, 625, 517]"
54,"[284, 22, 625, 517]"
55,"[289, 23, 625, 517]"
56,"[287, 22, 625, 517]"
57,"[286, 22, 624, 515]"
58,"[286, 23, 624, 514]"
59,"[285, 23, 623, 528]"
60,"[276, 38, 620, 528]"
61,"[276, 35, 619, 527]"
62,"[283, 35, 619, 529]"
63,"[276, 34, 631, 532]"
64,"[276, 32, 651, 534]"
65,"[307, 26, 665, 534]"
66,"[261, 26, 665, 533]"
67,"[248, 30, 642, 532]"
68,"[248, 24, 642, 534]"
69,"[269, 12, 627, 538]"
70,"[315, 12, 641, 538]"
71,"[314, 26, 687, 538]"
72,"[312, 27, 735, 542]"
73,"[290, 27, 735, 542]"
74,"[290, 27, 707, 534]"
75,"[289, 33, 632, 529]"
76,"[282, 36, 632, 527]"
77,"[279, 37, 624, 527]"
78,"[279, 37, 623, 526]"
79,"[280, 37, 622, 527]"
80,"[280, 24, 625, 527]"
81,"[287, 24, 625, 515]"
82,"[287, 24, 625, 515]"
83,"[287, 24, 625, 516]"
84,"[286, 24, 625, 516]"
85,"[285, 24, 626, 515]"
86,"[285, 23, 626, 515]"
87,"[285, 23, 625, 516]"
88,"[286, 23, 624, 516]"
89,"[287, 23, 624, 515]"
90,"[287, 23, 624, 516]"
91,"[285, 23, 624, 529]"
92,"[285, 37, 622, 529]"
93,"[284, 37, 621, 529]"
94,"[282, 37, 621, 529]"
95,"[282, 24, 622, 529]"
96,"[282, 24, 622, 528]"
97,"[282, 37, 621, 528]"
98,"[282, 36, 621, 528]"
99,"[285, 24, 620, 528]"
100,"[284, 24, 620, 528]"
101,"[284, 24, 620, 528]"
102,"[285, 24, 621, 528]"
103,"[285, 24, 621, 528]"
104,"[288, 24, 621, 514]"
105,"[288, 24, 621, 515]"
106,"[289, 23, 620, 515]"
107,"[289, 23, 620, 515]"
108,"[290, 23, 620, 515]"
109,"[290, 23, 621, 515]"
110,"[288, 23, 622, 515]"
111,"[288, 23, 622, 516]"
112,"[285, 23, 621, 528]"
113,"[284, 35, 621, 528]"
114,"[284, 36, 621, 528]"
115,"[285, 36, 618, 528]"
116,"[282, 36, 613, 527]"
117,"[281, 37, 613, 526]"
118,"[281, 37, 611, 528]"
119,"[281, 37, 609, 528]"
120,"[281, 24, 620, 525]"
