FrameNumber,ROI
1,"[261, 33, 661, 535]"
2,"[261, 33, 661, 535]"
3,"[262, 33, 661, 535]"
4,"[261, 33, 661, 535]"
5,"[261, 33, 661, 535]"
6,"[261, 33, 662, 535]"
7,"[261, 33, 662, 535]"
8,"[261, 33, 662, 535]"
9,"[262, 33, 662, 534]"
10,"[262, 32, 662, 534]"
11,"[262, 32, 662, 534]"
12,"[263, 32, 661, 534]"
13,"[263, 32, 660, 534]"
14,"[262, 32, 661, 534]"
15,"[261, 32, 663, 535]"
16,"[261, 32, 664, 535]"
17,"[261, 32, 666, 534]"
18,"[259, 32, 666, 534]"
19,"[259, 32, 667, 534]"
20,"[259, 32, 667, 534]"
21,"[258, 31, 667, 535]"
22,"[258, 31, 667, 535]"
23,"[260, 32, 667, 534]"
24,"[260, 32, 667, 534]"
25,"[260, 32, 668, 533]"
26,"[261, 31, 671, 533]"
27,"[259, 31, 671, 533]"
28,"[259, 32, 668, 533]"
29,"[259, 31, 668, 533]"
30,"[259, 31, 668, 533]"
31,"[257, 31, 667, 534]"
32,"[257, 31, 667, 534]"
33,"[257, 31, 667, 534]"
34,"[258, 32, 667, 534]"
35,"[258, 32, 665, 534]"
36,"[258, 32, 665, 534]"
37,"[258, 33, 665, 534]"
38,"[257, 34, 663, 534]"
39,"[257, 34, 664, 534]"
40,"[258, 34, 664, 534]"
41,"[258, 33, 663, 533]"
42,"[258, 33, 665, 534]"
43,"[256, 33, 667, 535]"
44,"[256, 33, 668, 536]"
45,"[256, 33, 669, 536]"
46,"[255, 33, 669, 536]"
47,"[255, 33, 669, 536]"
48,"[254, 34, 667, 536]"
49,"[254, 34, 666, 536]"
50,"[255, 34, 666, 536]"
51,"[254, 34, 665, 536]"
52,"[254, 34, 665, 536]"
53,"[254, 34, 664, 536]"
54,"[254, 35, 664, 535]"
55,"[255, 34, 664, 537]"
56,"[253, 34, 663, 537]"
57,"[253, 33, 663, 537]"
58,"[253, 33, 663, 537]"
59,"[254, 33, 663, 537]"
60,"[254, 33, 665, 537]"
61,"[254, 33, 665, 537]"
62,"[254, 33, 665, 537]"
63,"[252, 32, 667, 538]"
64,"[251, 32, 667, 538]"
65,"[251, 32, 666, 538]"
66,"[251, 32, 666, 538]"
67,"[252, 32, 666, 538]"
68,"[252, 32, 666, 538]"
69,"[252, 32, 666, 538]"
70,"[252, 32, 666, 538]"
71,"[253, 33, 666, 538]"
72,"[254, 33, 666, 537]"
73,"[254, 33, 665, 537]"
74,"[255, 33, 665, 536]"
75,"[256, 33, 667, 536]"
76,"[254, 33, 668, 536]"
77,"[254, 33, 669, 535]"
78,"[257, 33, 669, 535]"
79,"[257, 34, 667, 535]"
80,"[257, 35, 667, 535]"
