FrameNumber,ROI
1,"[319, 25, 756, 527]"
2,"[317, 26, 757, 528]"
3,"[317, 27, 757, 528]"
4,"[322, 28, 757, 529]"
5,"[322, 27, 757, 529]"
6,"[322, 27, 757, 528]"
7,"[324, 26, 757, 527]"
8,"[323, 25, 758, 526]"
9,"[319, 25, 759, 526]"
10,"[319, 25, 760, 527]"
11,"[319, 26, 760, 527]"
12,"[319, 26, 760, 527]"
13,"[319, 27, 760, 527]"
14,"[319, 26, 762, 527]"
15,"[318, 26, 763, 527]"
16,"[317, 26, 764, 527]"
17,"[317, 26, 764, 527]"
18,"[318, 26, 763, 527]"
19,"[318, 26, 763, 527]"
20,"[319, 26, 762, 528]"
21,"[320, 27, 763, 528]"
22,"[319, 27, 763, 529]"
23,"[319, 27, 763, 529]"
24,"[319, 27, 764, 530]"
25,"[319, 27, 765, 531]"
26,"[320, 27, 765, 531]"
27,"[321, 27, 765, 531]"
28,"[323, 27, 765, 531]"
29,"[321, 26, 764, 530]"
30,"[318, 26, 764, 530]"
31,"[316, 26, 764, 530]"
32,"[315, 25, 765, 530]"
33,"[315, 25, 766, 530]"
34,"[316, 25, 766, 530]"
35,"[317, 26, 766, 531]"
36,"[321, 27, 766, 531]"
37,"[321, 27, 764, 531]"
38,"[319, 27, 764, 531]"
39,"[319, 27, 763, 531]"
40,"[320, 26, 762, 530]"
41,"[319, 26, 763, 530]"
42,"[318, 25, 763, 531]"
43,"[318, 25, 765, 531]"
44,"[319, 26, 765, 531]"
45,"[317, 26, 764, 531]"
46,"[317, 26, 764, 530]"
47,"[316, 27, 764, 529]"
48,"[316, 28, 763, 529]"
49,"[315, 28, 763, 529]"
50,"[315, 27, 763, 529]"
51,"[318, 27, 764, 530]"
52,"[318, 26, 767, 530]"
53,"[318, 26, 767, 530]"
54,"[319, 27, 768, 530]"
55,"[323, 27, 768, 530]"
56,"[323, 28, 767, 530]"
57,"[322, 28, 766, 530]"
58,"[320, 28, 765, 530]"
59,"[320, 28, 766, 530]"
60,"[320, 28, 766, 531]"
61,"[320, 28, 766, 531]"
62,"[319, 28, 766, 531]"
63,"[316, 26, 767, 530]"
64,"[316, 26, 767, 529]"
65,"[317, 26, 766, 529]"
66,"[318, 27, 765, 529]"
67,"[318, 27, 765, 528]"
68,"[316, 26, 764, 528]"
69,"[316, 26, 764, 528]"
70,"[317, 27, 763, 528]"
71,"[317, 27, 763, 528]"
72,"[320, 27, 763, 528]"
73,"[320, 27, 763, 528]"
74,"[320, 27, 763, 528]"
75,"[318, 26, 764, 529]"
76,"[318, 26, 764, 529]"
77,"[318, 26, 763, 529]"
78,"[319, 26, 763, 529]"
79,"[319, 26, 763, 529]"
80,"[318, 26, 763, 528]"
81,"[318, 26, 763, 528]"
82,"[319, 27, 764, 528]"
83,"[319, 27, 764, 528]"
84,"[321, 27, 764, 529]"
85,"[322, 27, 762, 529]"
86,"[322, 27, 763, 529]"
87,"[323, 27, 764, 529]"
88,"[322, 27, 764, 529]"
89,"[322, 27, 764, 529]"
90,"[322, 27, 767, 529]"
91,"[322, 27, 767, 529]"
92,"[323, 27, 766, 531]"
93,"[325, 27, 765, 531]"
94,"[325, 27, 765, 530]"
95,"[323, 27, 765, 530]"
96,"[322, 27, 764, 530]"
97,"[322, 27, 763, 530]"
98,"[323, 28, 763, 530]"
99,"[322, 29, 763, 530]"
100,"[322, 29, 762, 530]"
101,"[322, 29, 761, 529]"
102,"[322, 29, 760, 530]"
103,"[322, 28, 760, 530]"
104,"[322, 27, 761, 530]"
105,"[322, 27, 761, 530]"
106,"[322, 27, 761, 530]"
107,"[320, 27, 763, 529]"
108,"[319, 27, 764, 528]"
109,"[319, 27, 764, 528]"
110,"[318, 27, 763, 529]"
111,"[318, 27, 763, 529]"
112,"[320, 27, 763, 528]"
113,"[322, 28, 763, 528]"
114,"[321, 28, 764, 528]"
115,"[320, 28, 764, 528]"
116,"[319, 28, 765, 528]"
117,"[316, 27, 766, 528]"
118,"[316, 27, 766, 529]"
119,"[318, 28, 763, 529]"
120,"[318, 29, 764, 531]"
121,"[319, 29, 764, 531]"
122,"[317, 29, 764, 530]"
123,"[317, 29, 765, 530]"
124,"[315, 29, 765, 529]"
125,"[315, 29, 766, 529]"
126,"[317, 29, 766, 530]"
127,"[317, 29, 765, 530]"
128,"[317, 29, 765, 531]"
129,"[320, 30, 765, 531]"
130,"[319, 30, 764, 530]"
131,"[319, 30, 764, 530]"
132,"[321, 30, 764, 530]"
133,"[320, 29, 764, 530]"
134,"[320, 29, 764, 529]"
135,"[320, 29, 764, 530]"
136,"[320, 29, 764, 530]"
137,"[317, 29, 764, 530]"
138,"[317, 29, 764, 530]"
139,"[318, 29, 765, 530]"
140,"[318, 29, 765, 530]"
141,"[319, 28, 764, 530]"
142,"[317, 28, 764, 530]"
143,"[317, 28, 765, 529]"
144,"[317, 28, 765, 529]"
145,"[317, 28, 765, 530]"
146,"[319, 28, 765, 530]"
147,"[320, 28, 765, 529]"
148,"[320, 28, 765, 529]"
149,"[320, 28, 765, 530]"
150,"[320, 28, 765, 530]"
151,"[320, 28, 765, 531]"
152,"[319, 28, 764, 531]"
153,"[319, 28, 764, 530]"
154,"[320, 28, 764, 530]"
155,"[320, 28, 764, 530]"
156,"[319, 28, 764, 530]"
157,"[319, 28, 765, 530]"
158,"[319, 28, 765, 530]"
159,"[319, 27, 765, 530]"
160,"[319, 27, 766, 530]"
161,"[320, 27, 766, 530]"
162,"[319, 27, 765, 530]"
163,"[319, 27, 765, 529]"
164,"[319, 27, 765, 529]"
165,"[319, 27, 765, 530]"
166,"[322, 27, 765, 530]"
167,"[322, 27, 765, 530]"
168,"[321, 26, 765, 529]"
169,"[321, 26, 765, 529]"
170,"[323, 26, 764, 529]"
171,"[322, 26, 764, 529]"
172,"[321, 27, 764, 529]"
173,"[321, 27, 764, 529]"
174,"[320, 26, 764, 529]"
175,"[319, 26, 764, 529]"
176,"[319, 26, 764, 529]"
177,"[320, 26, 764, 529]"
178,"[321, 27, 763, 529]"
179,"[322, 27, 764, 529]"
180,"[323, 27, 764, 530]"
181,"[322, 28, 763, 530]"
182,"[321, 28, 762, 529]"
183,"[321, 28, 762, 529]"
184,"[321, 28, 762, 529]"
185,"[320, 28, 763, 529]"
186,"[320, 27, 763, 529]"
187,"[321, 27, 764, 529]"
188,"[321, 27, 764, 529]"
189,"[321, 28, 764, 529]"
190,"[321, 27, 762, 529]"
191,"[321, 27, 762, 529]"
192,"[321, 27, 762, 529]"
193,"[322, 28, 762, 529]"
194,"[324, 28, 763, 530]"
195,"[323, 28, 763, 530]"
196,"[322, 28, 764, 529]"
197,"[322, 28, 764, 529]"
198,"[322, 27, 763, 529]"
199,"[322, 27, 764, 529]"
200,"[322, 27, 764, 529]"
201,"[324, 27, 764, 529]"
202,"[324, 27, 764, 529]"
203,"[325, 28, 765, 529]"
204,"[325, 27, 765, 529]"
205,"[325, 27, 764, 529]"
206,"[325, 27, 764, 528]"
207,"[325, 27, 764, 528]"
208,"[324, 26, 763, 528]"
209,"[324, 26, 764, 528]"
210,"[324, 26, 765, 528]"
211,"[323, 26, 766, 528]"
212,"[321, 26, 766, 529]"
213,"[321, 27, 766, 530]"
