FrameNumber,ROI
1,"[231, 22, 664, 534]"
2,"[225, 22, 671, 536]"
3,"[225, 22, 671, 537]"
4,"[226, 22, 666, 537]"
5,"[227, 22, 667, 537]"
6,"[227, 22, 667, 537]"
7,"[227, 22, 666, 537]"
8,"[228, 22, 664, 537]"
9,"[227, 22, 665, 536]"
10,"[227, 22, 665, 536]"
11,"[227, 22, 664, 536]"
12,"[227, 22, 665, 535]"
13,"[228, 22, 666, 535]"
14,"[228, 21, 667, 535]"
15,"[228, 21, 667, 535]"
16,"[229, 22, 666, 535]"
17,"[229, 23, 663, 536]"
18,"[229, 23, 668, 536]"
19,"[229, 23, 670, 536]"
20,"[230, 23, 670, 536]"
21,"[230, 22, 669, 536]"
22,"[230, 22, 668, 536]"
23,"[230, 22, 669, 536]"
24,"[230, 22, 669, 536]"
25,"[230, 22, 670, 536]"
26,"[230, 22, 670, 536]"
27,"[230, 22, 670, 536]"
28,"[231, 23, 674, 536]"
29,"[230, 23, 674, 536]"
30,"[230, 23, 672, 536]"
31,"[229, 24, 668, 536]"
32,"[229, 23, 666, 536]"
33,"[230, 23, 666, 536]"
34,"[231, 23, 665, 536]"
35,"[230, 23, 667, 535]"
36,"[230, 23, 669, 536]"
37,"[230, 23, 670, 536]"
38,"[230, 23, 670, 535]"
39,"[231, 23, 671, 535]"
40,"[231, 23, 671, 535]"
41,"[232, 24, 667, 534]"
42,"[231, 24, 668, 534]"
43,"[231, 24, 674, 534]"
44,"[229, 23, 680, 534]"
45,"[229, 22, 680, 533]"
46,"[231, 22, 680, 533]"
47,"[232, 22, 678, 533]"
48,"[231, 21, 675, 533]"
49,"[231, 21, 675, 533]"
50,"[230, 22, 675, 533]"
51,"[230, 22, 675, 534]"
52,"[232, 22, 674, 534]"
53,"[232, 22, 674, 534]"
54,"[233, 23, 673, 534]"
55,"[233, 25, 669, 534]"
56,"[232, 24, 669, 534]"
57,"[231, 24, 665, 535]"
58,"[231, 22, 665, 535]"
59,"[233, 22, 668, 534]"
60,"[232, 22, 673, 534]"
61,"[232, 22, 674, 533]"
62,"[233, 22, 674, 533]"
63,"[233, 22, 673, 533]"
64,"[235, 23, 667, 534]"
65,"[235, 23, 666, 534]"
66,"[235, 24, 666, 533]"
67,"[235, 24, 664, 533]"
68,"[235, 24, 663, 533]"
69,"[234, 24, 663, 533]"
70,"[233, 24, 666, 533]"
71,"[232, 24, 671, 533]"
72,"[232, 24, 671, 533]"
73,"[233, 24, 673, 533]"
74,"[232, 23, 673, 533]"
75,"[232, 23, 676, 533]"
76,"[233, 24, 676, 533]"
77,"[233, 24, 675, 533]"
78,"[233, 24, 679, 533]"
79,"[233, 24, 679, 533]"
80,"[233, 24, 680, 532]"
81,"[233, 24, 680, 533]"
82,"[232, 24, 681, 533]"
83,"[231, 24, 681, 533]"
84,"[229, 24, 676, 533]"
85,"[229, 24, 672, 534]"
86,"[229, 24, 670, 534]"
87,"[229, 24, 669, 534]"
88,"[231, 24, 673, 534]"
89,"[231, 25, 673, 534]"
90,"[228, 24, 677, 533]"
91,"[227, 24, 677, 533]"
92,"[227, 24, 677, 533]"
93,"[227, 24, 677, 533]"
94,"[229, 23, 677, 534]"
95,"[230, 23, 677, 534]"
96,"[231, 23, 677, 534]"
97,"[231, 23, 677, 534]"
98,"[231, 23, 677, 534]"
99,"[229, 23, 678, 534]"
100,"[229, 23, 682, 534]"
101,"[231, 23, 682, 535]"
102,"[229, 23, 680, 535]"
103,"[229, 23, 680, 534]"
104,"[229, 23, 682, 534]"
105,"[228, 23, 682, 533]"
106,"[227, 23, 678, 533]"
107,"[227, 23, 678, 533]"
108,"[227, 23, 678, 533]"
109,"[226, 23, 678, 534]"
110,"[225, 23, 676, 534]"
111,"[225, 22, 677, 534]"
112,"[224, 22, 681, 534]"
113,"[223, 22, 681, 534]"
114,"[222, 21, 682, 534]"
115,"[219, 20, 687, 533]"
116,"[219, 20, 687, 533]"
117,"[220, 21, 688, 533]"
118,"[219, 21, 688, 534]"
119,"[219, 22, 686, 534]"
120,"[223, 22, 686, 534]"
121,"[225, 21, 690, 534]"
122,"[224, 21, 690, 534]"
123,"[224, 22, 689, 535]"
124,"[225, 22, 689, 535]"
125,"[226, 22, 691, 535]"
126,"[227, 22, 691, 535]"
127,"[226, 22, 688, 534]"
128,"[224, 24, 688, 535]"
129,"[224, 23, 684, 536]"
130,"[225, 23, 683, 536]"
131,"[225, 24, 681, 536]"
132,"[224, 24, 682, 535]"
133,"[224, 24, 682, 535]"
134,"[223, 24, 681, 535]"
135,"[219, 23, 677, 535]"
136,"[219, 23, 677, 535]"
137,"[218, 23, 677, 535]"
138,"[218, 23, 675, 535]"
139,"[219, 23, 675, 535]"
140,"[221, 24, 675, 535]"
141,"[221, 24, 675, 535]"
142,"[221, 24, 675, 535]"
143,"[223, 24, 675, 535]"
144,"[224, 24, 675, 535]"
145,"[224, 24, 677, 535]"
146,"[224, 23, 677, 535]"
147,"[225, 23, 676, 534]"
148,"[225, 23, 676, 534]"
149,"[227, 23, 676, 534]"
150,"[227, 23, 675, 534]"
151,"[231, 23, 673, 533]"
152,"[231, 22, 673, 534]"
153,"[233, 22, 670, 534]"
154,"[234, 22, 669, 534]"
155,"[233, 22, 669, 534]"
156,"[233, 22, 669, 534]"
157,"[231, 22, 667, 534]"
158,"[231, 23, 667, 534]"
159,"[231, 23, 668, 533]"
